"nom géographique, anglais","nom géographique, français","type de géographie, anglais","type de géographie, français",code du division de recensement,code de la région économique,code de la province,code de la région de patrimoine canadien,Total,Anglais première langue officielle parlée ajusté,"français première langue officielle parlée, ajusté","Autre première langue officielle parlée, ajusté"
"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English first official language spoken, adjusted","French first official language spoken, adjusted","Other first official language spoken, adjusted"
Chase,Chase,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"2,495","2,465",25,5
Thompson-Nicola L,Thompson-Nicola L,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"3,045","3,018",28, -   
Clearwater,Clearwater,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"2,315","2,275",40, -   
Thompson-Nicola A (Wells Gray Country),Thompson-Nicola A (Wells Gray Country),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,530","1,493",38, -   
Thompson-Nicola B (Thompson Headwaters),Thompson-Nicola B (Thompson Headwaters),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,280,275,5, -   
Thompson-Nicola O (Lower North Thompson),Thompson-Nicola O (Lower North Thompson),census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,330","1,315",15, -   
Barriere,Barriere,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"1,770","1,740",25,5
Coldwater 1,Coldwater 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,350,350, -   , -   
Joeyaska 2,Joeyaska 2,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,45,45, -   , -   
Nicola Lake 1,Nicola Lake 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,145,145, -   , -   
Nicola Mameet 1,Nicola Mameet 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,600,600, -   , -   
Nooaitch 10,Nooaitch 10,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,125,125, -   , -   
Bonaparte 3,Bonaparte 3,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,135,135, -   , -   
Canoe Creek 1,Canoe Creek 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,100,100, -   , -   
Skeetchestn,Skeetchestn,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,255,255, -   , -   
Inklyuhkinatko 2,Inklyuhkinatko 2,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,40,40, -   , -   
Klahkamich 17,Klahkamich 17,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,50,50, -   , -   
Klickkumcheen 18,Klickkumcheen 18,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,90,90, -   , -   
Inkluckcheen,Inkluckcheen,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,195,195, -   , -   
Lower Hat Creek 2,Lower Hat Creek 2,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,50,50, -   , -   
Neskonlith,Neskonlith,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,235,235, -   , -   
Ashcroft 4,Ashcroft 4,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,75,75, -   , -   
Siska Flat,Siska Flat,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,105,105, -   , -   
Nuuautin 2,Nuuautin 2,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,130,130, -   , -   
Shackan 11,Shackan 11,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,55,55, -   , -   
Marble Canyon 3,Marble Canyon 3,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,65,65, -   , -   
Stryen 9,Stryen 9,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,75,75, -   , -   
Whispering Pines 4,Whispering Pines 4,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,60,60, -   , -   
Kamloops 1,Kamloops 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,"2,575","2,550",15,10
Sahhaltkum 4,Sahhaltkum 4,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,325,325, -   , -   
North Thompson 1,North Thompson 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,250,250, -   , -   
Nekliptum 1,Nekliptum 1,census subdivision,Subdivision de recensement,cd5933,er5930,pr59,pch05,55,55, -   , -   
Kelowna,Kelowna,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"115,565","113,235","1,810",520
Central Okanagan,Central Okanagan,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"3,785","3,718",63,5
Lake Country,Lake Country,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"11,600","11,420",160,20
Peachland,Peachland,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"5,205","5,103",98,5
Central Okanagan J,Central Okanagan J,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"1,945","1,895",45,5
West Kelowna,West Kelowna,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"30,580","30,073",453,55
Duck Lake 7,Duck Lake 7,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"1,915","1,865",50, -   
Tsinstikeptum  9,Tsinstikeptum  9,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"5,820","5,685",130,5
Tsinstikeptum 10,Tsinstikeptum 10,census subdivision,Subdivision de recensement,cd5935,er5930,pr59,pch05,"1,180","1,150",25,5
Lumby,Lumby,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"1,725","1,710",15, -   
Coldstream,Coldstream,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"10,275","10,128",118,30
Vernon,Vernon,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"37,275","36,593",488,195
North Okanagan B,North Okanagan B,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"3,035","3,015",15,5
North Okanagan C,North Okanagan C,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"3,855","3,800",50,5
North Okanagan D,North Okanagan D,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"2,845","2,813",33, -   
North Okanagan E,North Okanagan E,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,935,920,15, -   
Spallumcheen,Spallumcheen,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"5,050","5,013",33,5
Armstrong,Armstrong,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"4,725","4,658",63,5
Enderby,Enderby,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"2,905","2,868",38, -   
North Okanagan F,North Okanagan F,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"3,935","3,888",48, -   
Okanagan 1,Okanagan 1,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,"2,605","2,573",33, -   
Enderby 2,Enderby 2,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,390,385,5, -   
Priest's Valley 6,Priest's Valley 6,census subdivision,Subdivision de recensement,cd5937,er5930,pr59,pch05,595,575,20, -   
Golden,Golden,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"3,680","3,555",105,20
Columbia-Shuswap A,Columbia-Shuswap A,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"3,065","2,930",130,5
Revelstoke,Revelstoke,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"7,090","6,908",168,15
Columbia-Shuswap B,Columbia-Shuswap B,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,560,543,18, -   
Salmon Arm,Salmon Arm,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"17,180","16,990",165,25
Columbia-Shuswap C,Columbia-Shuswap C,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"7,650","7,545",90,15
Columbia-Shuswap D,Columbia-Shuswap D,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"4,010","3,960",45,5
Columbia-Shuswap E,Columbia-Shuswap E,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"1,340","1,328",13, -   
Columbia-Shuswap F,Columbia-Shuswap F,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"2,370","2,335",35, -   
Sicamous,Sicamous,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,"2,445","2,405",35,5
Chum Creek 2,Chum Creek 2,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,50,50, -   , -   
Okanagan 1,Okanagan 1,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,70,70, -   , -   
Quaaout 1,Quaaout 1,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,230,230, -   , -   
Salmon River 1,Salmon River 1,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,40,40, -   , -   
Switsemalph 3,Switsemalph 3,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,90,90, -   , -   
Switsemalph,Switsemalph,census subdivision,Subdivision de recensement,cd5939,er5930,pr59,pch05,130,130, -   , -   
One Hundred Mile House,One Hundred Mile House,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"1,770","1,745",20,5
Williams Lake,Williams Lake,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"10,645","10,435",135,75
Cariboo D,Cariboo D,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"2,985","2,935",45,5
Cariboo E,Cariboo E,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"4,125","4,075",50, -   
Quesnel,Quesnel,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"9,860","9,695",95,70
Cariboo F,Cariboo F,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"4,560","4,495",60,5
Cariboo G,Cariboo G,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"4,955","4,903",48,5
Cariboo H,Cariboo H,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"1,570","1,545",20,5
Cariboo L,Cariboo L,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"4,175","4,125",50, -   
Cariboo A,Cariboo A,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"6,250","6,188",58,5
Cariboo B,Cariboo B,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"4,000","3,965",35, -   
Wells,Wells,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,240,240, -   , -   
Cariboo C,Cariboo C,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"1,220","1,205",15, -   
Cariboo I,Cariboo I,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,"1,505","1,495",10, -   
Cariboo J,Cariboo J,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,605,595,5,5
Cariboo K,Cariboo K,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,485,485, -   , -   
Alkali Lake 1,Alkali Lake 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,355,355, -   , -   
Canim Lake 1,Canim Lake 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,225,225, -   , -   
Deep Creek 2,Deep Creek 2,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,110,110, -   , -   
Dog Creek 1,Dog Creek 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,80,80, -   , -   
Lohbiee 3,Lohbiee 3,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,115,115, -   , -   
Quesnel 1,Quesnel 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,75,75, -   , -   
Williams Lake 1,Williams Lake 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,225,225, -   , -   
Anahim's Flat 1,Anahim's Flat 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,475,470, -   ,5
Chilco Lake 1,Chilco Lake 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,40,40, -   , -   
Nazco 20,Nazco 20,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,130,130, -   , -   
Redstone Flat 1,Redstone Flat 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,185,180, -   ,5
Squinas 2,Squinas 2,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,160,160, -   , -   
Stone 1,Stone 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,195,195, -   , -   
Toosey 1,Toosey 1,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,110,110, -   , -   
Ulkatcho 14A,Ulkatcho 14A,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,135,135, -   , -   
Alexandria,Alexandria,census subdivision,Subdivision de recensement,cd5941,er5950,pr59,pch05,55,55, -   , -   
Alert Bay,Alert Bay,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,445,440,5, -   
Port McNeill,Port McNeill,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,"2,500","2,480",20, -   
Port Alice,Port Alice,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,800,795,5, -   
Port Hardy,Port Hardy,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,"3,990","3,940",40,10
Mount Waddington B,Mount Waddington B,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,75,75, -   , -   
Mount Waddington C,Mount Waddington C,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,755,745,10, -   
Mount Waddington D,Mount Waddington D,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,270,270, -   , -   
Mount Waddington A,Mount Waddington A,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,985,970,10,5
Fort Rupert 1,Fort Rupert 1,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,50,50, -   , -   
Tsulquate 4,Tsulquate 4,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,490,490, -   , -   
Quaee 7,Quaee 7,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,90,90, -   , -   
Kippase 2,Kippase 2,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,210,210, -   , -   
Quatsino Subdivision 18,Quatsino Subdivision 18,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,215,215, -   , -   
Alert Bay,Alert Bay,census subdivision,Subdivision de recensement,cd5943,er5910,pr59,pch05,525,525, -   , -   
Central Coast A,Central Coast A,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,130,130, -   , -   
Central Coast C,Central Coast C,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,590,580,5,5
Central Coast D,Central Coast D,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,390,385,5, -   
Central Coast E,Central Coast E,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,85,85, -   , -   
Bella Bella 1,Bella Bella 1,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,"1,100","1,093",8, -   
Bella Coola 1,Bella Coola 1,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,855,855, -   , -   
Katit 1,Katit 1,census subdivision,Subdivision de recensement,cd5945,er5910,pr59,pch05,65,65, -   , -   
Port Edward,Port Edward,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,540,535,5, -   
Prince Rupert,Prince Rupert,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,"12,445","12,240",105,100
Skeena-Queen Charlotte C,Skeena-Queen Charlotte C,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,145,145, -   , -   
Masset,Masset,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,880,870,10, -   
Queen Charlotte,Queen Charlotte,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,940,903,33,5
Skeena-Queen Charlotte D,Skeena-Queen Charlotte D,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,525,510,15, -   
Port Clements,Port Clements,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,375,370,5, -   
Skeena-Queen Charlotte E,Skeena-Queen Charlotte E,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,320,308,13, -   
Masset 1,Masset 1,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,615,615, -   , -   
Skidegate 1,Skidegate 1,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,710,705,5, -   
Dolphin Island 1,Dolphin Island 1,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,405,405, -   , -   
S1/2 Tsimpsean 2,S1/2 Tsimpsean 2,census subdivision,Subdivision de recensement,cd5947,er5960,pr59,pch05,85,85, -   , -   
Kitimat,Kitimat,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"8,305","8,020",225,60
Terrace,Terrace,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"11,330","11,103",168,60
Kitimat-Stikine C (Part 1),Kitimat-Stikine C (Part 1),census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"2,695","2,600",95, -   
Kitimat-Stikine E,Kitimat-Stikine E,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"3,975","3,845",130, -   
Hazelton,Hazelton,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,250,250, -   , -   
New Hazelton,New Hazelton,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,665,650,10,5
Kitimat-Stikine B,Kitimat-Stikine B,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"1,510","1,488",18,5
Stewart,Stewart,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,495,485,5,5
Nisga'a,Nisga'a,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,"1,915","1,910",5, -   
Kitimat-Stikine F,Kitimat-Stikine F,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,325,320,5, -   
Kitasoo 1,Kitasoo 1,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,325,325, -   , -   
Kitamaat 2,Kitamaat 2,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,520,515,5, -   
Kitsumkaylum 1,Kitsumkaylum 1,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,300,300, -   , -   
Kulspai 6,Kulspai 6,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,90,90, -   , -   
Coryatsaqua (Moricetown) 2,Coryatsaqua (Moricetown) 2,census subdivision,Subdivision de recensement,cd5949,er5960,pr59,pch05,85,85, -   , -   
